epoch_ns,gpu,power_mw,temperature_c,sm_clock_mhz,mem_clock_mhz,gpu_util_percent,memory_util_percent
1784446511914660831,1,19185,31,180,405,0,0
1784446511964658912,0,14216,28,330,810,0,0
1784446511964658912,1,19185,31,180,405,0,0
1784446512014658844,0,11891,28,195,405,0,0
1784446512014658844,1,19185,31,180,405,0,0
1784446512064658679,0,11891,28,195,405,0,0
1784446512064658679,1,19185,31,180,405,0,0
1784446512114659366,0,11891,28,195,405,0,0
1784446512114659366,1,19185,31,180,405,0,0
1784446512164661097,0,11891,28,195,405,0,0
1784446512164661097,1,19185,31,180,405,0,0
1784446512214661104,0,11891,28,195,405,0,0
1784446512214661104,1,19185,31,180,405,0,0
1784446512264660643,0,11891,28,195,405,0,0
1784446512264660643,1,19185,31,180,405,0,0
1784446512314658457,0,11891,28,195,405,0,0
1784446512314658457,1,19185,31,180,405,0,0
1784446512364659474,0,11891,28,195,405,0,0
1784446512364659474,1,19185,31,180,405,0,0
1784446512414658501,0,11891,28,195,405,0,0
1784446512414658501,1,19185,31,180,405,0,0
1784446512464662185,0,11891,28,195,405,0,0
1784446512464662185,1,19185,31,180,405,0,0
1784446512514667840,0,11891,28,195,405,0,0
1784446512514667840,1,19185,31,180,405,0,0
1784446512564661421,0,11891,28,195,405,0,0
1784446512564661421,1,19185,31,180,405,0,0
1784446512614659729,0,11891,28,195,405,0,0
1784446512614659729,1,19185,31,180,405,0,0
1784446512664658698,0,11891,28,195,405,0,0
1784446512664658698,1,19185,31,180,405,0,0
1784446512714659654,0,11891,28,195,405,0,0
1784446512714659654,1,19185,31,180,405,0,0
1784446512764658800,0,11891,28,195,405,0,0
1784446512764658800,1,19185,31,180,405,0,0
1784446512814658847,0,11891,28,195,405,0,0
1784446512814658847,1,19185,31,180,405,0,0
1784446512864660087,0,11891,28,195,405,0,0
1784446512864660087,1,18934,31,180,405,0,0
1784446512914658674,0,11891,28,195,405,0,0
1784446512914658674,1,18934,31,180,405,0,0
1784446512964658726,0,11891,28,195,405,0,0
1784446512964658726,1,18934,31,180,405,0,0
